CMS Chronic Conditions Data Warehouse (CCW) Data Dictionary
Value Modifier Practice-Level RIF / Performance Year 2016
Version - August 2018
Variable Name	Variable Label (Short Description)	Long Description	Position	Format	Length	Notes
I_RATE_CARE2PQRS_WEB	Include PQRS CARE 2 in Quality Composite (Web Interface)	Indicator for whether PQRS CARE 2 is included in Quality Composite Score (Web Interface) (Patient Safety)	4722	Num	8	
I_RATE_CARE3PQRS_WEB	Include PQRS CARE 3 in Quality Composite (Web Interface)	Indicator for whether PQRS CARE 3 is included in Quality Composite Score (Web Interface) (Patient Safety)	4723	Num	8	
I_RATE_CDR10PQRS_IEP_NEHR	Include PQRS CDR 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS CDR 10 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4724	Num	8	
I_RATE_CDR11PQRS_IEP_NEHR	Include PQRS CDR 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS CDR 11 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4725	Num	8	
I_RATE_CDR1PQRS_IEP_NEHR	Include PQRS CDR 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS CDR 1 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4726	Num	8	
I_RATE_CDR4PQRS_IEP_NEHR	Include PQRS CDR 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS CDR 4 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4727	Num	8	
I_RATE_CDR5PQRS_IEP_NEHR	Include PQRS CDR 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS CDR 5 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4728	Num	8	
I_RATE_CDR9PQRS_IEP_NEHR	Include PQRS CDR 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS CDR 9 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4729	Num	8	
I_RATE_DM2PQRS_WEB	Include PQRS DM 2 in Quality Composite (Web Interface)	Indicator for whether PQRS DM 2 is included in Quality Composite Score (Web Interface) (Effective Clinical Care)	4730	Num	8	
I_RATE_DM7PQRS_WEB	Include PQRS DM 7 in Quality Composite (Web Interface)	Indicator for whether PQRS DM 7 is included in Quality Composite Score (Web Interface) (Effective Clinical Care)	4731	Num	8	
I_RATE_DMCOMPPQRS_WEB	Include PQRS DMCOMP in Quality Composite (Web Interface)	Indicator for whether PQRS DMCOMP is included in Quality Composite Score (Web Interface) (Effective Clinical Care)	4732	Num	8	
I_RATE_ECPR11PQRS_IEP_NEHR	Include PQRS ECPR 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 11 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4733	Num	8	
I_RATE_ECPR11PQRS_QCDR_NEHR	Include PQRS ECPR 11 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 11 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4734	Num	8	
I_RATE_ECPR12PQRS_IEP_NEHR	Include PQRS ECPR 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 12 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4735	Num	8	
I_RATE_ECPR12PQRS_QCDR_NEHR	Include PQRS ECPR 12 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 12 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4736	Num	8	
I_RATE_ECPR13PQRS_IEP_NEHR	Include PQRS ECPR 13 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 13 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4737	Num	8	
I_RATE_ECPR13PQRS_QCDR_NEHR	Include PQRS ECPR 13 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 13 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4738	Num	8	
I_RATE_ECPR1PQRS_IEP_NEHR	Include PQRS ECPR 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 1 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4739	Num	8	
I_RATE_ECPR1PQRS_QCDR_NEHR	Include PQRS ECPR 1 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 1 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4740	Num	8	
I_RATE_ECPR24PQRS_IEP_NEHR	Include PQRS ECPR 24 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 24 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4741	Num	8	
I_RATE_ECPR24PQRS_QCDR_NEHR	Include PQRS ECPR 24 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 24 is included in Quality Composite Score (QCDR Non-eCQM) (Effective Clinical Care)	4742	Num	8	
I_RATE_ECPR29PQRS_IEP_NEHR	Include PQRS ECPR 29 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 29 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4743	Num	8	
I_RATE_ECPR2PQRS_IEP_NEHR	Include PQRS ECPR 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 2 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4744	Num	8	
I_RATE_ECPR2PQRS_QCDR_NEHR	Include PQRS ECPR 2 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 2 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4745	Num	8	
I_RATE_ECPR30PQRS_IEP_NEHR	Include PQRS ECPR 30 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 30 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4746	Num	8	
I_RATE_ECPR31PQRS_IEP_NEHR	Include PQRS ECPR 31 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 31 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4747	Num	8	
I_RATE_ECPR32PQRS_IEP_NEHR	Include PQRS ECPR 32 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 32 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4748	Num	8	
I_RATE_ECPR33PQRS_IEP_NEHR	Include PQRS ECPR 33 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 33 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4749	Num	8	
I_RATE_ECPR34PQRS_IEP_NEHR	Include PQRS ECPR 34 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 34 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4750	Num	8	
I_RATE_ECPR35PQRS_IEP_NEHR	Include PQRS ECPR 35 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 35 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4751	Num	8	
I_RATE_ECPR36PQRS_IEP_NEHR	Include PQRS ECPR 36 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 36 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4752	Num	8	
I_RATE_ECPR38PQRS_IEP_NEHR	Include PQRS ECPR 38 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 38 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4753	Num	8	
I_RATE_ECPR39PQRS_IEP_NEHR	Include PQRS ECPR 39 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 39 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4754	Num	8	
I_RATE_ECPR39PQRS_QCDR_NEHR	Include PQRS ECPR 39 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 39 is included in Quality Composite Score (QCDR Non-eCQM) (Efficiency and Cost Reduction)	4755	Num	8	
I_RATE_ECPR3PQRS_IEP_NEHR	Include PQRS ECPR 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 3 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4756	Num	8	
I_RATE_ECPR3PQRS_QCDR_NEHR	Include PQRS ECPR 3 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 3 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4757	Num	8	
I_RATE_ECPR40PQRS_IEP_NEHR	Include PQRS ECPR 40 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 40 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4758	Num	8	
I_RATE_ECPR40PQRS_QCDR_NEHR	Include PQRS ECPR 40 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 40 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4759	Num	8	
I_RATE_ECPR41PQRS_IEP_NEHR	Include PQRS ECPR 41 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 41 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4760	Num	8	
I_RATE_ECPR41PQRS_QCDR_NEHR	Include PQRS ECPR 41 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 41 is included in Quality Composite Score (QCDR Non-eCQM) (Efficiency and Cost Reduction)	4761	Num	8	
I_RATE_ECPR4PQRS_IEP_NEHR	Include PQRS ECPR 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 4 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4762	Num	8	
I_RATE_ECPR4PQRS_QCDR_NEHR	Include PQRS ECPR 4 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 4 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4763	Num	8	
I_RATE_ECPR5PQRS_IEP_NEHR	Include PQRS ECPR 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 5 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4764	Num	8	
I_RATE_ECPR5PQRS_QCDR_NEHR	Include PQRS ECPR 5 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 5 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4765	Num	8	
I_RATE_ECPR6PQRS_IEP_NEHR	Include PQRS ECPR 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS ECPR 6 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4766	Num	8	
I_RATE_ECPR6PQRS_QCDR_NEHR	Include PQRS ECPR 6 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ECPR 6 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4767	Num	8	
I_RATE_EPREOP10PQRS_IEP_NEHR	Include PQRS EPREOP 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 10 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4768	Num	8	
I_RATE_EPREOP10PQRS_QCDR_NEHR	Include PQRS EPREOP 10 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 10 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4769	Num	8	
I_RATE_EPREOP11PQRS_IEP_NEHR	Include PQRS EPREOP 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 11 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4770	Num	8	
I_RATE_EPREOP11PQRS_QCDR_NEHR	Include PQRS EPREOP 11 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 11 is included in Quality Composite Score (QCDR Non-eCQM) (Efficiency and Cost Reduction)	4771	Num	8	
I_RATE_EPREOP12PQRS_IEP_NEHR	Include PQRS EPREOP 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 12 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4772	Num	8	
I_RATE_EPREOP12PQRS_QCDR_NEHR	Include PQRS EPREOP 12 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 12 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4773	Num	8	
I_RATE_EPREOP13PQRS_IEP_NEHR	Include PQRS EPREOP 13 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 13 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4774	Num	8	
I_RATE_EPREOP13PQRS_QCDR_NEHR	Include PQRS EPREOP 13 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 13 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4775	Num	8	
I_RATE_EPREOP14PQRS_IEP_NEHR	Include PQRS EPREOP 14 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 14 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4776	Num	8	
I_RATE_EPREOP14PQRS_QCDR_NEHR	Include PQRS EPREOP 14 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 14 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4777	Num	8	
I_RATE_EPREOP15PQRS_IEP_NEHR	Include PQRS EPREOP 15 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 15 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4778	Num	8	
I_RATE_EPREOP15PQRS_QCDR_NEHR	Include PQRS EPREOP 15 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 15 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4779	Num	8	
I_RATE_EPREOP16PQRS_IEP_NEHR	Include PQRS EPREOP 16 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 16 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4780	Num	8	
I_RATE_EPREOP16PQRS_QCDR_NEHR	Include PQRS EPREOP 16 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 16 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4781	Num	8	
I_RATE_EPREOP17PQRS_IEP_NEHR	Include PQRS EPREOP 17 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 17 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4782	Num	8	
I_RATE_EPREOP17PQRS_QCDR_NEHR	Include PQRS EPREOP 17 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 17 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4783	Num	8	
I_RATE_EPREOP19PQRS_IEP_NEHR	Include PQRS EPREOP 19 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 19 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4784	Num	8	
I_RATE_EPREOP19PQRS_QCDR_NEHR	Include PQRS EPREOP 19 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 19 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4785	Num	8	
I_RATE_EPREOP1PQRS_IEP_NEHR	Include PQRS EPREOP 1 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 1 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4786	Num	8	
I_RATE_EPREOP1PQRS_QCDR_NEHR	Include PQRS EPREOP 1 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 1 is included in Quality Composite Score (QCDR Non-eCQM) (Effective Clinical Care)	4787	Num	8	
I_RATE_EPREOP20PQRS_IEP_NEHR	Include PQRS EPREOP 20 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 20 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4788	Num	8	
I_RATE_EPREOP23PQRS_IEP_NEHR	Include PQRS EPREOP 23 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 23 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4789	Num	8	
I_RATE_EPREOP24PQRS_IEP_NEHR	Include PQRS EPREOP 24 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 24 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4790	Num	8	
I_RATE_EPREOP24PQRS_QCDR_NEHR	Include PQRS EPREOP 24 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 24 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4791	Num	8	
I_RATE_EPREOP25PQRS_IEP_NEHR	Include PQRS EPREOP 25 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 25 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4792	Num	8	
I_RATE_EPREOP25PQRS_QCDR_NEHR	Include PQRS EPREOP 25 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 25 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4793	Num	8	
I_RATE_EPREOP2PQRS_IEP_NEHR	Include PQRS EPREOP 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 2 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4794	Num	8	
I_RATE_EPREOP2PQRS_QCDR_NEHR	Include PQRS EPREOP 2 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 2 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4795	Num	8	
I_RATE_EPREOP3PQRS_IEP_NEHR	Include PQRS EPREOP 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 3 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4796	Num	8	
I_RATE_EPREOP3PQRS_QCDR_NEHR	Include PQRS EPREOP 3 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 3 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4797	Num	8	
I_RATE_EPREOP4PQRS_IEP_NEHR	Include PQRS EPREOP 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 4 is included in Quality Composite Score (IEP Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4798	Num	8	
I_RATE_EPREOP4PQRS_QCDR_NEHR	Include PQRS EPREOP 4 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 4 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4799	Num	8	
I_RATE_EPREOP5PQRS_IEP_NEHR	Include PQRS EPREOP 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 5 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4800	Num	8	
I_RATE_EPREOP5PQRS_QCDR_NEHR	Include PQRS EPREOP 5 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 5 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4801	Num	8	
I_RATE_EPREOP6PQRS_IEP_NEHR	Include PQRS EPREOP 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 6 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4802	Num	8	
I_RATE_EPREOP6PQRS_QCDR_NEHR	Include PQRS EPREOP 6 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 6 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4803	Num	8	
I_RATE_EPREOP7PQRS_IEP_NEHR	Include PQRS EPREOP 7 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 7 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4804	Num	8	
I_RATE_EPREOP7PQRS_QCDR_NEHR	Include PQRS EPREOP 7 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 7 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4805	Num	8	
I_RATE_EPREOP8PQRS_IEP_NEHR	Include PQRS EPREOP 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 8 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4806	Num	8	
I_RATE_EPREOP8PQRS_QCDR_NEHR	Include PQRS EPREOP 8 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 8 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4807	Num	8	
I_RATE_EPREOP9PQRS_IEP_NEHR	Include PQRS EPREOP 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS EPREOP 9 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4808	Num	8	
I_RATE_EPREOP9PQRS_QCDR_NEHR	Include PQRS EPREOP 9 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS EPREOP 9 is included in Quality Composite Score (QCDR Non-eCQM) (Patient Safety)	4809	Num	8	
I_RATE_GIQIC10PQRS_IEP_NEHR	Include PQRS GIQIC 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 10 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4810	Num	8	
I_RATE_GIQIC11PQRS_IEP_NEHR	Include PQRS GIQIC 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 11 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4811	Num	8	
I_RATE_GIQIC12PQRS_IEP_NEHR	Include PQRS GIQIC 12 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 12 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4812	Num	8	
I_RATE_GIQIC14PQRS_IEP_NEHR	Include PQRS GIQIC 14 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 14 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4813	Num	8	
I_RATE_GIQIC15PQRS_IEP_NEHR	Include PQRS GIQIC 15 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 15 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4814	Num	8	
I_RATE_GIQIC16PQRS_IEP_NEHR	Include PQRS GIQIC 16 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 16 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4815	Num	8	
I_RATE_GIQIC2PQRS_IEP_NEHR	Include PQRS GIQIC 2 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 2 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4816	Num	8	
I_RATE_GIQIC3PQRS_IEP_NEHR	Include PQRS GIQIC 3 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 3 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4817	Num	8	
I_RATE_GIQIC4PQRS_IEP_NEHR	Include PQRS GIQIC 4 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 4 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4818	Num	8	
I_RATE_GIQIC5PQRS_IEP_NEHR	Include PQRS GIQIC 5 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 5 is included in Quality Composite Score (IEP Non-eCQM) (Patient Safety)	4819	Num	8	
I_RATE_GIQIC6PQRS_IEP_NEHR	Include PQRS GIQIC 6 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 6 is included in Quality Composite Score (IEP Non-eCQM) (Communication and Care Coordination)	4820	Num	8	
I_RATE_GIQIC8PQRS_IEP_NEHR	Include PQRS GIQIC 8 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 8 is included in Quality Composite Score (IEP Non-eCQM) (Efficiency and Cost Reduction)	4821	Num	8	
I_RATE_GIQIC9PQRS_IEP_NEHR	Include PQRS GIQIC 9 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS GIQIC 9 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4822	Num	8	
I_RATE_HCPR6PQRS_QCDR_NEHR	Include PQRS HCPR 6 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS HCPR 6 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4823	Num	8	
I_RATE_HCPR7PQRS_QCDR_NEHR	Include PQRS HCPR 7 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS HCPR 7 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4824	Num	8	
I_RATE_HCPR8PQRS_QCDR_NEHR	Include PQRS HCPR 8 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS HCPR 8 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4825	Num	8	
I_RATE_HCPR9PQRS_QCDR_NEHR	Include PQRS HCPR 9 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS HCPR 9 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4826	Num	8	
I_RATE_HF6PQRS_WEB	Include PQRS HF 6 in Quality Composite (Web Interface)	Indicator for whether PQRS HF 6 is included in Quality Composite Score (Web Interface) (Effective Clinical Care)	4827	Num	8	
I_RATE_HTN2PQRS_WEB	Include PQRS HTN 2 in Quality Composite (Web Interface)	Indicator for whether PQRS HTN 2 is included in Quality Composite Score (Web Interface) (Effective Clinical Care)	4828	Num	8	
I_RATE_ICLOPS43PQRS_QCDR_NEHR	Include PQRS ICLOPS 43 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ICLOPS 43 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4829	Num	8	
I_RATE_ICLOPS44PQRS_QCDR_NEHR	Include PQRS ICLOPS 44 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ICLOPS 44 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4830	Num	8	
I_RATE_ICLOPS48PQRS_QCDR_NEHR	Include PQRS ICLOPS 48 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ICLOPS 48 is included in Quality Composite Score (QCDR Non-eCQM) (Communication and Care Coordination)	4831	Num	8	
I_RATE_ICLOPS53PQRS_QCDR_NEHR	Include PQRS ICLOPS 53 in Quality Composite (QCDR Non-eCQM)	Indicator for whether PQRS ICLOPS 53 is included in Quality Composite Score (QCDR Non-eCQM) (Person and Caregiver-Centered Experience and Outcomes)	4832	Num	8	
I_RATE_IRIS10PQRS_IEP_NEHR	Include PQRS IRIS 10 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 10 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4833	Num	8	
I_RATE_IRIS11PQRS_IEP_NEHR	Include PQRS IRIS 11 in Quality Composite (IEP Non-eCQM)	Indicator for whether PQRS IRIS 11 is included in Quality Composite Score (IEP Non-eCQM) (Effective Clinical Care)	4834	Num	8	
